hugo	rank	sampleSize	pvalue	padjust
BZW1	5576	24	0.838101659426604	0.99999999994511
LSM10	5577	24	0.838140196740736	0.99999999994511
RGMA	5578	24	0.838210507905508	0.99999999994511
SLC22A15	5579	24	0.838253187861284	0.99999999994511
CCDC157	5580	24	0.838288357458685	0.99999999994511
BCL2L1	5581	24	0.838347765480614	0.99999999994511
ATP9A	5582	24	0.838354906994161	0.99999999994511
FN1	5583	24	0.838361099120047	0.99999999994511
INO80B	5584	24	0.838540578700861	0.99999999994511
PLEKHF1	5585	24	0.838563576739401	0.99999999994511
KRCC1	5586	24	0.838567624539433	0.99999999994511
DOCK4	5587	24	0.838568359119729	0.99999999994511
DSN1	5588	24	0.838704558868796	0.99999999994511
REEP4	5589	24	0.838709505125327	0.99999999994511
SPRYD3	5590	24	0.838864587991488	0.99999999994511
ADPGK	5591	24	0.839070997145872	0.99999999994511
DDA1	5592	24	0.839153616036465	0.99999999994511
ADAM23	5593	24	0.83924093385193	0.99999999994511
CCDC24	5594	24	0.839250729960078	0.99999999994511
EIF2A	5595	24	0.839255354827264	0.99999999994511
VPS36	5596	24	0.839255901622618	0.99999999994511
COX10	5597	24	0.839265649725918	0.99999999994511
KIF5B	5598	24	0.839562446217677	0.99999999994511
CSNK1A1	5599	24	0.839633652791133	0.99999999994511
RIMS4	5600	24	0.839790194637061	0.99999999994511
LRRC48	5601	24	0.839793505526414	0.99999999994511
SNIP1	5602	24	0.839859133941395	0.99999999994511
CALM2	5603	24	0.839862701325103	0.99999999994511
HINT3	5604	24	0.839952594137246	0.99999999994511
SDC3	5605	24	0.839959140625994	0.99999999994511
CAMK2D	5606	24	0.840190021628964	0.99999999994511
RAB14	5607	24	0.840241736312375	0.99999999994511
ACSS1	5608	24	0.840283547930605	0.99999999994511
CHMP2A	5609	24	0.840322095018227	0.99999999994511
BCAP29	5610	24	0.840349985381362	0.99999999994511
RAP2A	5611	24	0.840365720614161	0.99999999994511
HIST2H2BE	5612	24	0.840398561400876	0.99999999994511
ZNF569	5613	24	0.840474728559853	0.99999999994511
BSPRY	5614	24	0.840485552996696	0.99999999994511
ANKS3	5615	24	0.840591070647948	0.99999999994511
MBP	5616	24	0.840592538287734	0.99999999994511
NUP54	5617	24	0.840611242081287	0.99999999994511
SLC25A46	5618	24	0.840618500668958	0.99999999994511
FAM120B	5619	24	0.840651752421806	0.99999999994511
AHI1	5620	24	0.840661300036879	0.99999999994511
C17orf85	5621	24	0.840724792437542	0.99999999994511
KIAA2013	5622	24	0.840855793062525	0.99999999994511
B3GNT1	5623	24	0.84086737482874	0.99999999994511
RANBP3	5624	24	0.840910693023445	0.99999999994511
GUSB	5625	24	0.840916070478108	0.99999999994511
QSOX1	5626	24	0.840987660063591	0.99999999994511
HP1BP3	5627	24	0.841017405557152	0.99999999994511
GIPC1	5628	24	0.841018583572089	0.99999999994511
MAPRE2	5629	24	0.841021551929954	0.99999999994511
ZNF491	5630	24	0.841024899336196	0.99999999994511
OBSL1	5631	24	0.841061093463368	0.99999999994511
EIF4EBP2	5632	24	0.841132490592785	0.99999999994511
UCKL1	5633	24	0.84115659859344	0.99999999994511
UBE2K	5634	24	0.841159913755447	0.99999999994511
DLL4	5635	24	0.841212874391386	0.99999999994511
NHLRC3	5636	24	0.841239855354501	0.99999999994511
ATP6V0A2	5637	24	0.841376312329974	0.99999999994511
FKBP2	5638	24	0.841386391753567	0.99999999994511
FITM2	5639	24	0.841399413136986	0.99999999994511
C6orf226	5640	24	0.841425600217756	0.99999999994511
EIF3F	5641	24	0.84146741293174	0.99999999994511
C1orf56	5642	24	0.841562981459225	0.99999999994511
SEC24D	5643	24	0.841596494910238	0.99999999994511
PRSS23	5644	24	0.841630147610974	0.99999999994511
ZFP2	5645	24	0.841685085647269	0.99999999994511
DLG1	5646	24	0.841759628634449	0.99999999994511
GCHFR	5647	24	0.841765697971461	0.99999999994511
SLC25A35	5648	24	0.841781351270825	0.99999999994511
BMP1	5649	24	0.841781485031609	0.99999999994511
FGD6	5650	24	0.841783275277176	0.99999999994511
STK32B	5651	20	0.841888596393619	0.99999999994511
NAA20	5652	24	0.841907578051755	0.99999999994511
IFT88	5653	24	0.841918195931589	0.99999999994511
OSBP2	5654	24	0.841995205171975	0.99999999994511
HJURP	5655	24	0.84204822136178	0.99999999994511
ZCRB1	5656	24	0.842106301536072	0.99999999994511
RPN1	5657	24	0.842128888097712	0.99999999994511
PLEKHG2	5658	24	0.842258073526128	0.99999999994511
MAFB	5659	24	0.842324997173711	0.99999999994511
TNFAIP8	5660	24	0.842396192696224	0.99999999994511
CDC14B	5661	24	0.842400646446534	0.99999999994511
CAPZA2	5662	24	0.842521028160202	0.99999999994511
CCDC126	5663	24	0.842542943032898	0.99999999994511
TUBA1B	5664	24	0.842563501909808	0.99999999994511
ADAP2	5665	24	0.842603369271026	0.99999999994511
TMEM8A	5666	24	0.842672347455795	0.99999999994511
CHN2	5667	24	0.842715643316405	0.99999999994511
TLN1	5668	24	0.84275645376583	0.99999999994511
GMFB	5669	24	0.842773007821276	0.99999999994511
PI4KB	5670	24	0.842870776935709	0.99999999994511
RAB11FIP3	5671	24	0.842913625191435	0.99999999994511
ESAM	5672	24	0.842925869546956	0.99999999994511
OTUB2	5673	24	0.842993957319043	0.99999999994511
UBOX5	5674	24	0.843070240820063	0.99999999994511
LRRC56	5675	24	0.843090650290948	0.99999999994511
ACBD3	5676	24	0.843174218930761	0.99999999994511
XPO6	5677	24	0.843289063886123	0.99999999994511
NMI	5678	23	0.843305651106001	0.99999999994511
MC5R	5679	23	0.843324682518211	0.99999999994511
C17orf89	5680	24	0.843342747807933	0.99999999994511
KIAA2018	5681	24	0.843366320336733	0.99999999994511
WRN	5682	24	0.843439755139214	0.99999999994511
ZNF251	5683	24	0.843527189108838	0.99999999994511
FXR2	5684	24	0.843533226257145	0.99999999994511
MRPS24	5685	24	0.843570703521058	0.99999999994511
NUP188	5686	24	0.843576633528821	0.99999999994511
TAF4B	5687	24	0.843635904990055	0.99999999994511
SMG1	5688	24	0.843674820227358	0.99999999994511
WDR27	5689	24	0.843747961065749	0.99999999994511
ANGEL1	5690	24	0.843753971500025	0.99999999994511
SPRN	5691	24	0.84381724989725	0.99999999994511
CCDC142	5692	24	0.84387824366141	0.99999999994511
C16orf11	5693	24	0.843905933078553	0.99999999994511
SLC27A2	5694	24	0.843963742688391	0.99999999994511
MORF4L1	5695	24	0.843988995571036	0.99999999994511
PARP9	5696	24	0.843998671818454	0.99999999994511
MIIP	5697	24	0.844112303637722	0.99999999994511
DLD	5698	24	0.844211221253239	0.99999999994511
GNG3	5699	24	0.844227914654307	0.99999999994511
TXNL4A	5700	24	0.844248765048801	0.99999999994511
ATF1	5701	24	0.844366006168781	0.99999999994511
TMC8	5702	24	0.844480333952558	0.99999999994511
GNPAT	5703	24	0.844498218728611	0.99999999994511
TFRC	5704	24	0.844567812785041	0.99999999994511
NFKBID	5705	24	0.844655970761304	0.99999999994511
PCGF1	5706	24	0.844727034928663	0.99999999994511
LRRC46	5707	24	0.844733905980507	0.99999999994511
NDUFA7	5708	24	0.844902833523219	0.99999999994511
YTHDF1	5709	24	0.844934706048891	0.99999999994511
MRPL41	5710	24	0.844943041700039	0.99999999994511
CCT5	5711	24	0.845061893063946	0.99999999994511
SPNS2	5712	24	0.845101032163082	0.99999999994511
WNT9A	5713	24	0.845164966601294	0.99999999994511
MTERFD2	5714	24	0.845189879384996	0.99999999994511
NDUFC1	5715	24	0.845194255112061	0.99999999994511
ZC3H4	5716	24	0.845259421765298	0.99999999994511
APOA5	5717	11	0.845266674964806	0.99999999994511
TAOK2	5718	24	0.845277947930587	0.99999999994511
RRBP1	5719	24	0.8452804950784	0.99999999994511
EGR2	5720	24	0.84532343208803	0.99999999994511
GRB2	5721	24	0.845408658319422	0.99999999994511
NCLN	5722	24	0.845411203278191	0.99999999994511
PFKL	5723	24	0.845419758374392	0.99999999994511
SERPINB6	5724	24	0.845452036561021	0.99999999994511
RFC2	5725	24	0.845692870655359	0.99999999994511
TUBD1	5726	24	0.845725892684704	0.99999999994511
EPS8	5727	24	0.845820629099082	0.99999999994511
C9orf50	5728	24	0.845822430680243	0.99999999994511
BSN	5729	24	0.845922492852367	0.99999999994511
ZBTB39	5730	24	0.846025812993421	0.99999999994511
POP4	5731	24	0.846076189087751	0.99999999994511
TPST1	5732	24	0.846154601790223	0.99999999994511
TIMELESS	5733	24	0.846270653601462	0.99999999994511
HEXB	5734	24	0.846273360840897	0.99999999994511
RPS6KB2	5735	24	0.846278354225851	0.99999999994511
SNX17	5736	24	0.846300803391176	0.99999999994511
TTC7A	5737	24	0.846321653276986	0.99999999994511
OTUD6B	5738	24	0.84634980480503	0.99999999994511
BCAS4	5739	24	0.846399401682474	0.99999999994511
SPR	5740	24	0.846492729247027	0.99999999994511
GINS4	5741	24	0.846684349502395	0.99999999994511
ITSN2	5742	24	0.846694677969189	0.99999999994511
TNFRSF13C	5743	24	0.846699767175713	0.99999999994511
SNRPA	5744	24	0.846712013654947	0.99999999994511
GALNT11	5745	24	0.846714111345798	0.99999999994511
DPP8	5746	24	0.84672281253921	0.99999999994511
TAOK1	5747	24	0.84683064920318	0.99999999994511
PLEKHA2	5748	24	0.84699877031565	0.99999999994511
KARS	5749	24	0.84703168722619	0.99999999994511
IDUA	5750	24	0.847038411973304	0.99999999994511
SMARCAL1	5751	24	0.847094213272104	0.99999999994511
BCAT2	5752	24	0.847100358799794	0.99999999994511
NAT9	5753	24	0.847129740996913	0.99999999994511
PGAM1	5754	24	0.847139187124411	0.99999999994511
KIAA0947	5755	24	0.847158536384525	0.99999999994511
MORN5	5756	24	0.84716043700476	0.99999999994511
FGFBP3	5757	24	0.847168612782916	0.99999999994511
CAMK2G	5758	24	0.847174495821285	0.99999999994511
USP49	5759	24	0.84718112722021	0.99999999994511
VPS13C	5760	24	0.847367682713215	0.99999999994511
SGSM3	5761	24	0.847457607312967	0.99999999994511
CNTD2	5762	24	0.847475745352516	0.99999999994511
LRRC28	5763	24	0.847485801289536	0.99999999994511
ZNF441	5764	24	0.847572946089414	0.99999999994511
ELK4	5765	24	0.84761758382108	0.99999999994511
PPP2CB	5766	24	0.847733055893336	0.99999999994511
MLEC	5767	24	0.847778606324384	0.99999999994511
TTLL6	5768	24	0.847784853381919	0.99999999994511
SLC25A20	5769	24	0.847821442241307	0.99999999994511
CAPN7	5770	24	0.847842170311012	0.99999999994511
PICALM	5771	24	0.847866128632238	0.99999999994511
SAFB	5772	24	0.847875636724527	0.99999999994511
ZFHX3	5773	24	0.84788799018576	0.99999999994511
TOPBP1	5774	24	0.847917872873392	0.99999999994511
ATAD2	5775	24	0.847979146200897	0.99999999994511
PRR15	5776	24	0.84820995863129	0.99999999994511
SNX13	5777	24	0.848255932960454	0.99999999994511
NKAIN1	5778	24	0.848276840334668	0.99999999994511
LATS1	5779	24	0.848294953969826	0.99999999994511
ATG3	5780	24	0.848463966286088	0.99999999994511
GRHPR	5781	24	0.848517734258888	0.99999999994511
PPP1R15B	5782	24	0.848520336206618	0.99999999994511
ASPH	5783	24	0.84853492260398	0.99999999994511
ZC3HAV1L	5784	24	0.848571061656353	0.99999999994511
PSME3	5785	24	0.848718709746852	0.99999999994511
CENPF	5786	24	0.848738400408942	0.99999999994511
EIF4E2	5787	24	0.848836422122405	0.99999999994511
MAN2C1	5788	24	0.84891247628674	0.99999999994511
TADA3	5789	24	0.848941848934065	0.99999999994511
TMEM123	5790	24	0.848957678058451	0.99999999994511
PELI1	5791	24	0.849110761548619	0.99999999994511
CNIH4	5792	24	0.849198951094805	0.99999999994511
KIF6	5793	24	0.849216507901427	0.99999999994511
TMEM18	5794	24	0.849226820483346	0.99999999994511
POLE3	5795	24	0.849239655266063	0.99999999994511
FIBCD1	5796	24	0.849358545570613	0.99999999994511
TMEM145	5797	24	0.849419212104309	0.99999999994511
TSC2	5798	24	0.84946229335777	0.99999999994511
TEC	5799	24	0.849483906406733	0.99999999994511
GOT1	5800	24	0.849492445963793	0.99999999994511
POGZ	5801	24	0.849517765901143	0.99999999994511
PFN1	5802	24	0.849547870632546	0.99999999994511
DOCK10	5803	24	0.849549662679958	0.99999999994511
ARMC2	5804	24	0.849600428957345	0.99999999994511
SYT17	5805	24	0.849615516445605	0.99999999994511
GMEB1	5806	24	0.849636602244989	0.99999999994511
POU3F1	5807	24	0.849639322697905	0.99999999994511
MTHFD2L	5808	24	0.849665982641467	0.99999999994511
FANCE	5809	24	0.849733943824609	0.99999999994511
SCAP	5810	24	0.849752733332465	0.99999999994511
ZNF503	5811	24	0.849835877593134	0.99999999994511
DCBLD2	5812	24	0.849846923555063	0.99999999994511
QDPR	5813	24	0.849920526903387	0.99999999994511
TIAL1	5814	24	0.849925806435687	0.99999999994511
PGM2	5815	24	0.849981525928452	0.99999999994511
NFKBIA	5816	24	0.850005073802552	0.99999999994511
TRIM33	5817	24	0.850019345745734	0.99999999994511
STOML1	5818	24	0.850100363160273	0.99999999994511
H2AFY	5819	24	0.850104075090045	0.99999999994511
ZCCHC11	5820	24	0.850155267297527	0.99999999994511
ZNF621	5821	24	0.85031939944286	0.99999999994511
SPAG5	5822	24	0.850382359421533	0.99999999994511
KLHL11	5823	24	0.850403811259407	0.99999999994511
TNRC18	5824	24	0.850527508130262	0.99999999994511
RWDD2A	5825	24	0.85059600969393	0.99999999994511
IFT81	5826	24	0.850677858384522	0.99999999994511
MEPCE	5827	24	0.850679419875854	0.99999999994511
XPA	5828	24	0.850703713395415	0.99999999994511
TEX261	5829	24	0.850741384077161	0.99999999994511
TIMM50	5830	24	0.850900215533822	0.99999999994511
MAP2K5	5831	24	0.850908947275817	0.99999999994511
RANBP10	5832	24	0.850970363432533	0.99999999994511
ZC3H8	5833	24	0.850970378635688	0.99999999994511
ANKAR	5834	24	0.850984039611455	0.99999999994511
MYC	5835	24	0.851013335459873	0.99999999994511
TIMP2	5836	24	0.851024020405781	0.99999999994511
C7orf43	5837	24	0.851131388849612	0.99999999994511
THYN1	5838	24	0.851156072425758	0.99999999994511
TFCP2L1	5839	24	0.8511697319302	0.99999999994511
C8orf76	5840	24	0.851174038889361	0.99999999994511
DDX28	5841	24	0.851380698759644	0.99999999994511
GDPD5	5842	24	0.851397879863774	0.99999999994511
PNRC1	5843	24	0.851406071145658	0.99999999994511
TEX264	5844	24	0.851426907904639	0.99999999994511
HSBP1	5845	24	0.851430743823673	0.99999999994511
EXPH5	5846	24	0.851474727235072	0.99999999994511
EIF3M	5847	24	0.851521268339682	0.99999999994511
H2AFZ	5848	24	0.851581555505925	0.99999999994511
C19orf44	5849	24	0.851675882449893	0.99999999994511
PABPN1	5850	24	0.851677106879124	0.99999999994511
FBXO28	5851	24	0.85170183619077	0.99999999994511
MYH7B	5852	24	0.851717028721821	0.99999999994511
PLAA	5853	24	0.851752419792264	0.99999999994511
TET2	5854	24	0.851891296896545	0.99999999994511
ANKRA2	5855	24	0.851908513945693	0.99999999994511
ARID4B	5856	24	0.851910598461225	0.99999999994511
ADAMTS14	5857	24	0.851947085489412	0.99999999994511
SFXN5	5858	24	0.852009728729654	0.99999999994511
HERPUD1	5859	24	0.852083553987034	0.99999999994511
PURB	5860	24	0.852152107695387	0.99999999994511
STAU1	5861	24	0.852171006814956	0.99999999994511
ASAP3	5862	24	0.852178183904875	0.99999999994511
MON1A	5863	24	0.852262434536002	0.99999999994511
ZNF121	5864	24	0.852306428483294	0.99999999994511
CACNA1H	5865	24	0.85232244702018	0.99999999994511
CDK8	5866	24	0.852323150535792	0.99999999994511
C1orf123	5867	24	0.852425391230899	0.99999999994511
UBE2M	5868	24	0.852444506824106	0.99999999994511
EIF2S2	5869	24	0.852468845417427	0.99999999994511
SYPL1	5870	24	0.852494821831752	0.99999999994511
KIAA1024	5871	24	0.852496141533936	0.99999999994511
KCNB2	5872	24	0.852532483350367	0.99999999994511
AP1AR	5873	24	0.852645877343533	0.99999999994511
ZNF10	5874	24	0.852693848175026	0.99999999994511
JAG1	5875	24	0.852724845760795	0.99999999994511
STXBP4	5876	24	0.852779967547554	0.99999999994511
ANKH	5877	24	0.852797912444959	0.99999999994511
PCCB	5878	24	0.852818969437969	0.99999999994511
FAM20C	5879	24	0.852826391334382	0.99999999994511
BAG4	5880	24	0.853014344940167	0.99999999994511
ADAM17	5881	24	0.853025914461146	0.99999999994511
KDSR	5882	24	0.853072604496736	0.99999999994511
IFT52	5883	24	0.853138458776934	0.99999999994511
ADRA1B	5884	24	0.853150094742752	0.99999999994511
STX1A	5885	24	0.853197355885863	0.99999999994511
BTG2	5886	24	0.853299224400396	0.99999999994511
AK3	5887	24	0.853324625089042	0.99999999994511
TTC3	5888	24	0.853430420944144	0.99999999994511
PNO1	5889	24	0.853435235573295	0.99999999994511
XPO5	5890	24	0.85345397354274	0.99999999994511
N6AMT2	5891	24	0.853472720275228	0.99999999994511
SNRPG	5892	24	0.85348611470479	0.99999999994511
PPP1CC	5893	24	0.853506689228954	0.99999999994511
CCNL2	5894	24	0.853585496768094	0.99999999994511
ABHD6	5895	24	0.85359260259955	0.99999999994511
NAPA	5896	24	0.853600767641447	0.99999999994511
SIRT2	5897	24	0.85361637307013	0.99999999994511
LIN7B	5898	24	0.85364511235224	0.99999999994511
WDR60	5899	24	0.853649673446489	0.99999999994511
SLC40A1	5900	24	0.853676399833371	0.99999999994511
CLUL1	5901	24	0.853765747359986	0.99999999994511
SUGT1	5902	24	0.853849921339322	0.99999999994511
MRPL14	5903	24	0.85392401394687	0.99999999994511
DRD1	5904	24	0.853936815025024	0.99999999994511
DNAJC4	5905	24	0.85397389891986	0.99999999994511
ZNF594	5906	24	0.854069605655497	0.99999999994511
FLII	5907	24	0.854106557029145	0.99999999994511
UBXN10	5908	24	0.854126236577565	0.99999999994511
GPD2	5909	24	0.854187832403116	0.99999999994511
PANK4	5910	24	0.854207646874109	0.99999999994511
PRDM2	5911	24	0.854281857299454	0.99999999994511
SNX16	5912	24	0.854288736333792	0.99999999994511
RPUSD2	5913	24	0.854293757670225	0.99999999994511
AGL	5914	24	0.854301073667666	0.99999999994511
CLCC1	5915	24	0.854413398424922	0.99999999994511
ZSCAN2	5916	24	0.8545100809845	0.99999999994511
CEP63	5917	24	0.854516160610989	0.99999999994511
GTPBP3	5918	24	0.85458532555505	0.99999999994511
IRAK1BP1	5919	24	0.854587040366802	0.99999999994511
HPGD	5920	24	0.854664812421742	0.99999999994511
COG6	5921	24	0.85467190564775	0.99999999994511
MARCKS	5922	24	0.854692229693523	0.99999999994511
WFS1	5923	24	0.854764938214714	0.99999999994511
AMZ2	5924	24	0.854769223227712	0.99999999994511
AATF	5925	24	0.854858823986991	0.99999999994511
UTP15	5926	24	0.854963771769246	0.99999999994511
SLC35F2	5927	24	0.854974796744418	0.99999999994511
ZSCAN22	5928	24	0.855035201342355	0.99999999994511
SLC44A2	5929	24	0.855056656782887	0.99999999994511
RAP1B	5930	24	0.855083461819253	0.99999999994511
SYS1	5931	24	0.85514642187108	0.99999999994511
TMEM165	5932	24	0.855165194609876	0.99999999994511
GAS2L3	5933	24	0.855166029645914	0.99999999994511
GPR126	5934	24	0.855167440119541	0.99999999994511
EIF4E	5935	24	0.855194032076499	0.99999999994511
COL4A3	5936	24	0.855247441498596	0.99999999994511
TM7SF2	5937	24	0.855254270093091	0.99999999994511
EIF3J	5938	24	0.855370002572127	0.99999999994511
PPAT	5939	24	0.855371979292998	0.99999999994511
MMP11	5940	24	0.8553835376466	0.99999999994511
PPHLN1	5941	24	0.855465203503827	0.99999999994511
TNFAIP8L1	5942	24	0.855605661420479	0.99999999994511
ZNF324B	5943	24	0.855613844337937	0.99999999994511
GSG1L	5944	24	0.855691300801771	0.99999999994511
MTUS1	5945	24	0.855768832527645	0.99999999994511
TGFBR2	5946	24	0.855829832195522	0.99999999994511
SCRT2	5947	24	0.855838061120144	0.99999999994511
PGM1	5948	24	0.855850986141202	0.99999999994511
SLC37A2	5949	24	0.855883261486863	0.99999999994511
CAB39	5950	24	0.855956088869516	0.99999999994511
OVCA2	5951	24	0.856008080166642	0.99999999994511
SAFB2	5952	24	0.856016625880666	0.99999999994511
ANO8	5953	24	0.856025747643292	0.99999999994511
RAB20	5954	24	0.856150456545275	0.99999999994511
FEM1B	5955	24	0.856182249058835	0.99999999994511
RABEP1	5956	24	0.856183628685943	0.99999999994511
ACTR2	5957	24	0.856186770837398	0.99999999994511
LDHA	5958	24	0.856255524600336	0.99999999994511
EPHA8	5959	24	0.856257807861881	0.99999999994511
AP3M2	5960	24	0.856346771278535	0.99999999994511
PCGF2	5961	24	0.856429597160204	0.99999999994511
SMEK1	5962	24	0.856446072017511	0.99999999994511
TTC12	5963	24	0.856581298477404	0.99999999994511
MFNG	5964	24	0.856585596417464	0.99999999994511
NSUN2	5965	24	0.856687176419955	0.99999999994511
SMYD5	5966	24	0.856694363490833	0.99999999994511
DCTN5	5967	24	0.85675922448443	0.99999999994511
BLOC1S3	5968	24	0.856775409037918	0.99999999994511
IPO4	5969	24	0.856810076835648	0.99999999994511
PHF20	5970	24	0.856827031743945	0.99999999994511
PDLIM2	5971	24	0.856844314611999	0.99999999994511
PSME2	5972	24	0.856873365817154	0.99999999994511
CXCL16	5973	24	0.856966456374388	0.99999999994511
KIF9	5974	24	0.856966551356598	0.99999999994511
SRD5A3	5975	24	0.856967423959954	0.99999999994511
CSGALNACT2	5976	24	0.857029186598024	0.99999999994511
EI24	5977	24	0.857065306605525	0.99999999994511
DCAF11	5978	24	0.857115826844271	0.99999999994511
YWHAH	5979	24	0.857226948490702	0.99999999994511
GNL3	5980	24	0.857234361735503	0.99999999994511
SECISBP2	5981	24	0.857259060717544	0.99999999994511
AVPI1	5982	24	0.85727148007969	0.99999999994511
TBC1D9B	5983	24	0.857283354755462	0.99999999994511
DNMT1	5984	24	0.857295454600513	0.99999999994511
PDCD5	5985	24	0.85730569682251	0.99999999994511
FAM189A2	5986	24	0.857411032589579	0.99999999994511
CBLL1	5987	24	0.857420604163148	0.99999999994511
KIF16B	5988	24	0.857481183918339	0.99999999994511
AZI2	5989	24	0.857481369838304	0.99999999994511
NFIX	5990	24	0.857495856948288	0.99999999994511
TMEM63B	5991	24	0.857513089667773	0.99999999994511
ZNF787	5992	24	0.857526938003138	0.99999999994511
DISP1	5993	24	0.857547140883751	0.99999999994511
ZNF593	5994	24	0.857624748313302	0.99999999994511
ADSS	5995	24	0.857626142661119	0.99999999994511
SCNN1G	5996	24	0.857646539855977	0.99999999994511
FAM151B	5997	24	0.857651040232722	0.99999999994511
ELL	5998	24	0.857663434235436	0.99999999994511
HDAC5	5999	24	0.857712809869938	0.99999999994511
MCM3AP	6000	24	0.857739545797393	0.99999999994511
C17orf82	6001	24	0.857811342326301	0.99999999994511
RNF167	6002	24	0.857816410607532	0.99999999994511
ARHGEF3	6003	24	0.857826827228781	0.99999999994511
CCDC93	6004	24	0.858009841063714	0.99999999994511
GGPS1	6005	24	0.858045138850483	0.99999999994511
KLF2	6006	24	0.858051027899164	0.99999999994511
CHST12	6007	24	0.858100089686578	0.99999999994511
NPC2	6008	24	0.858186215074532	0.99999999994511
HNF1A	6009	23	0.85826213038815	0.99999999994511
ARL6IP6	6010	24	0.858288434984227	0.99999999994511
PPAPDC3	6011	24	0.858338475056158	0.99999999994511
RAD18	6012	24	0.858339829583547	0.99999999994511
ZFP3	6013	24	0.858352909626887	0.99999999994511
TOLLIP	6014	24	0.858453107536144	0.99999999994511
CCND1	6015	24	0.858460976909006	0.99999999994511
JAK1	6016	24	0.858617120470376	0.99999999994511
SH3GLB1	6017	24	0.858627455820683	0.99999999994511
FJX1	6018	24	0.858654851982682	0.99999999994511
BUD13	6019	24	0.858655254338382	0.99999999994511
CNST	6020	24	0.85866774586696	0.99999999994511
RTN4	6021	24	0.858765446171546	0.99999999994511
FBXW5	6022	24	0.858774827546184	0.99999999994511
ACAD11	6023	24	0.858776218846898	0.99999999994511
DSP	6024	24	0.858876945185898	0.99999999994511
KLHL35	6025	24	0.858907056641888	0.99999999994511
POLR2H	6026	24	0.858909760497867	0.99999999994511
EDEM2	6027	24	0.859002868817933	0.99999999994511
DCXR	6028	24	0.859051181250347	0.99999999994511
MARK4	6029	24	0.859052259628003	0.99999999994511
SLC35F5	6030	24	0.859084964920354	0.99999999994511
SPA17	6031	24	0.85912035241476	0.99999999994511
ENG	6032	11	0.859124721547764	0.99999999994511
ZNF18	6033	24	0.859158444615944	0.99999999994511
SENP2	6034	24	0.859232738467161	0.99999999994511
DYNLL2	6035	24	0.859253110703904	0.99999999994511
MUM1	6036	24	0.859318729023389	0.99999999994511
ARL2BP	6037	24	0.859331191098013	0.99999999994511
MAP3K12	6038	24	0.859338922834139	0.99999999994511
ZC3H7A	6039	24	0.859341415851617	0.99999999994511
MAP3K9	6040	24	0.859408402435131	0.99999999994511
C10orf95	6041	24	0.85948046816077	0.99999999994511
COQ6	6042	24	0.859522667921606	0.99999999994511
GSR	6043	24	0.859531122830426	0.99999999994511
NDST3	6044	24	0.859551658796463	0.99999999994511
TNIP2	6045	24	0.859633609052606	0.99999999994511
PTAR1	6046	24	0.859697428036864	0.99999999994511
SMPDL3A	6047	24	0.859704278759755	0.99999999994511
STK17B	6048	24	0.859717201035042	0.99999999994511
SERPINE2	6049	24	0.859724750623891	0.99999999994511
ZNF30	6050	24	0.859865409133991	0.99999999994511
SPG11	6051	24	0.859876837859859	0.99999999994511
FBXL2	6052	24	0.859969296587267	0.99999999994511
AACS	6053	24	0.860144731455145	0.99999999994511
ZNF839	6054	24	0.86015224634273	0.99999999994511
KTN1	6055	24	0.860161139727176	0.99999999994511
MAP4K2	6056	24	0.860209047676144	0.99999999994511
ZNF32	6057	24	0.860227340449002	0.99999999994511
ARG2	6058	24	0.860324973299025	0.99999999994511
EIF5B	6059	24	0.860332067057792	0.99999999994511
DIP2B	6060	24	0.860457730577167	0.99999999994511
LGI2	6061	24	0.860463359555348	0.99999999994511
LACTB	6062	24	0.860557149093941	0.99999999994511
ACAD8	6063	24	0.860597418884554	0.99999999994511
TXNRD2	6064	24	0.860636591539797	0.99999999994511
USP43	6065	24	0.860737216140786	0.99999999994511
RQCD1	6066	24	0.860775798648486	0.99999999994511
SF1	6067	24	0.860790424635473	0.99999999994511
RDX	6068	24	0.860796499898542	0.99999999994511
HN1L	6069	24	0.860811306040947	0.99999999994511
BAZ1B	6070	24	0.860864106707379	0.99999999994511
BMPR1B	6071	24	0.860917494913845	0.99999999994511
CENPJ	6072	24	0.86091966968815	0.99999999994511
CHRNA5	6073	24	0.860949310719004	0.99999999994511
LSR	6074	24	0.860974314647244	0.99999999994511
UBE2B	6075	24	0.861062328194403	0.99999999994511
FAM161B	6076	24	0.86107708807601	0.99999999994511
LRRC41	6077	24	0.861147557221941	0.99999999994511
TERF2IP	6078	24	0.861184655528899	0.99999999994511
ARSA	6079	24	0.861191193389107	0.99999999994511
SNX3	6080	24	0.861192563038844	0.99999999994511
SUSD4	6081	24	0.861215215031618	0.99999999994511
BOC	6082	24	0.861258572419428	0.99999999994511
NOP14	6083	24	0.861354221634657	0.99999999994511
LTC4S	6084	24	0.861364711903006	0.99999999994511
PNPLA7	6085	24	0.861543006388967	0.99999999994511
PPP1R9A	6086	24	0.861590805940781	0.99999999994511
KDM3B	6087	24	0.861595684318252	0.99999999994511
WWC1	6088	24	0.861622346197684	0.99999999994511
SLC36A1	6089	24	0.861656909877932	0.99999999994511
TSKU	6090	24	0.861706692165398	0.99999999994511
ASAP1	6091	24	0.861718584360885	0.99999999994511
BCL2L13	6092	24	0.861732514322672	0.99999999994511
RNF44	6093	24	0.861759536141233	0.99999999994511
PIGK	6094	24	0.861802887189169	0.99999999994511
DNAJA2	6095	24	0.86183224831775	0.99999999994511
